accident_index,accident_year_x,accident_reference_x,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,accident_year_y,accident_reference_y,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
a2018010142755,2018,10142755,548250.0,176070.0,0.132787,51.464191,1,3,1,1,01/11/2018,5,16:32,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,2,E01000356,2018,010142755,1,1,3,2,20,4,3,5,3,0,0,2,0,1,4,
a2018010142628,2018,10142628,545320.0,172050.0,0.088988,51.428828,1,2,1,1,01/11/2018,5,08:39,18,E09000004,E09000004,3,211,6,30,3,4,6,0,2,1,1,2,2,0,0,1,1,2,E01000426,2018,010142628,1,1,3,1,6,2,2,1,1,0,0,2,0,1,7,
a2018010142460,2018,10142460,550170.0,179930.0,0.162046,51.498368,1,2,1,1,31/10/2018,4,09:34,18,E09000004,E09000004,6,0,6,30,3,1,6,0,0,0,1,1,1,0,0,1,1,2,E01000335,2018,010142460,1,1,3,1,53,8,2,9,5,0,0,2,0,1,1,
a2018010141538,2018,10141538,548260.0,179500.0,0.13437,51.495008,1,3,1,1,26/10/2018,6,19:11,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,5,1,1,4,0,1,1,2,E01000465,2018,010141538,1,1,3,1,28,6,3,5,1,0,0,2,0,1,3,
a2018010140604,2018,10140604,547610.0,174770.0,0.123038,51.452677,1,2,3,2,22/10/2018,2,10:14,18,E09000004,E09000004,3,221,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000390,2018,010140604,3,2,3,2,1,1,3,6,9,0,0,2,0,1,4,
a2018010140604,2018,10140604,547610.0,174770.0,0.123038,51.452677,1,2,3,2,22/10/2018,2,10:14,18,E09000004,E09000004,3,221,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000390,2018,010140604,3,1,3,2,58,9,2,6,9,0,0,2,0,1,4,
a2018010139927,2018,10139927,546250.0,172530.0,0.102554,51.432902,1,3,1,2,18/10/2018,5,18:00,18,E09000004,E09000004,3,222,3,30,6,2,5,0,0,5,4,1,1,0,0,1,1,2,E01000462,2018,010139927,1,1,3,1,13,3,3,4,1,0,0,2,0,1,2,
a2018010139927,2018,10139927,546250.0,172530.0,0.102554,51.432902,1,3,1,2,18/10/2018,5,18:00,18,E09000004,E09000004,3,222,3,30,6,2,5,0,0,5,4,1,1,0,0,1,1,2,E01000462,2018,010139927,1,2,3,2,32,6,3,4,1,0,0,2,0,1,2,
a2018010139631,2018,10139631,545100.0,173210.0,0.0863,51.439308,1,3,1,1,16/10/2018,3,12:45,18,E09000004,E09000004,6,0,9,30,0,-1,-1,-1,9,9,1,1,1,0,0,1,2,2,E01000339,2018,010139631,1,1,3,2,34,6,3,6,9,0,0,2,0,1,7,
a2018010139228,2018,10139228,549430.0,176090.0,0.149769,51.464061,1,3,1,1,15/10/2018,2,16:02,18,E09000004,E09000004,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000327,2018,010139228,1,1,3,1,11,3,3,5,2,0,0,2,0,1,9,
a2018010138105,2018,10138105,546270.0,172530.0,0.102841,51.432897,1,3,1,1,10/10/2018,4,16:15,18,E09000004,E09000004,5,0,6,30,6,2,3,222,0,5,1,1,1,4,0,1,1,2,E01000462,2018,010138105,1,1,3,2,3,1,3,4,4,0,0,2,0,1,5,
a2018010137061,2018,10137061,548230.0,175980.0,0.132461,51.463387,1,3,1,1,05/10/2018,6,14:33,18,E09000004,E09000004,5,0,2,30,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000394,2018,010137061,1,1,3,2,72,10,3,5,3,0,0,2,0,1,7,
a2018010136709,2018,10136709,549580.0,176260.0,0.151999,51.465548,1,3,1,1,03/10/2018,4,09:20,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000355,2018,010136709,1,1,3,2,72,10,3,5,9,0,0,2,0,1,8,
a2018010136258,2018,10136258,546680.0,176360.0,0.110322,51.467205,1,3,1,1,01/10/2018,2,15:55,18,E09000004,E09000004,3,209,6,30,6,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000401,2018,010136258,1,1,3,2,11,3,3,5,3,0,0,2,0,1,9,
a2018010136226,2018,10136226,546150.0,171640.0,0.100749,51.424931,1,3,1,1,01/10/2018,2,18:45,18,E09000004,E09000004,3,222,6,30,2,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000457,2018,010136226,1,1,3,2,86,11,3,9,9,0,0,2,0,1,4,
a2018010135370,2018,10135370,547730.0,180850.0,0.127306,51.507276,1,3,1,1,27/09/2018,5,15:24,18,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000469,2018,010135370,1,1,3,1,14,3,3,5,1,0,0,2,0,1,5,
a2018010134699,2018,10134699,549210.0,175300.0,0.146271,51.45702,1,3,1,1,24/09/2018,2,16:36,18,E09000004,E09000004,5,0,6,30,1,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000365,2018,010134699,1,1,3,1,60,9,3,9,9,0,0,2,0,1,9,
a2018010134494,2018,10134494,551600.0,176480.0,0.18115,51.466988,1,2,1,1,23/09/2018,1,20:14,18,E09000004,E09000004,3,206,3,40,3,2,5,0,0,5,4,1,2,0,0,1,1,2,E01000433,2018,010134494,1,1,3,1,33,6,2,1,1,0,0,2,0,1,2,
a2018010133573,2018,10133573,547760.0,178930.0,0.126934,51.490017,1,3,1,1,19/09/2018,4,14:45,18,E09000004,E09000004,4,213,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000418,2018,010133573,1,1,3,1,12,3,3,5,1,0,0,2,0,1,2,
a2018010133558,2018,10133558,546180.0,172830.0,0.101671,51.435616,1,3,1,1,19/09/2018,4,16:23,18,E09000004,E09000004,3,222,6,30,3,2,3,222,1,4,1,1,1,0,0,1,1,2,E01000462,2018,010133558,1,1,3,2,11,3,3,4,3,0,0,2,0,1,6,
a2018010132245,2018,10132245,552200.0,175280.0,0.189265,51.456045,1,3,1,1,12/09/2018,4,15:31,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000376,2018,010132245,1,1,3,2,13,3,3,5,1,0,0,2,0,1,5,
a2018010131973,2018,10131973,547170.0,170700.0,0.115019,51.41622,1,3,1,2,11/09/2018,3,17:30,18,E09000004,E09000004,3,224,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,2,2,E01000386,2018,010131973,1,2,3,1,-1,-1,3,10,9,0,0,2,0,-1,-1,
a2018010131866,2018,10131866,546960.0,176720.0,0.1145,51.470368,1,3,1,1,10/09/2018,2,13:00,18,E09000004,E09000004,6,0,6,30,9,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000454,2018,010131866,1,1,3,1,36,7,3,10,9,0,0,2,0,2,7,
a2018010131016,2018,10131016,548800.0,174610.0,0.140084,51.450928,1,3,1,1,06/09/2018,5,16:40,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,1,1,8,1,0,0,1,1,2,E01000363,2018,010131016,1,1,3,2,13,3,3,1,3,0,0,2,0,1,3,
a2018010131010,2018,10131010,552320.0,177080.0,0.191766,51.472186,1,3,1,1,06/09/2018,5,08:50,18,E09000004,E09000004,6,0,9,30,5,9,6,0,1,9,1,8,1,0,0,1,2,2,E01000432,2018,010131010,1,1,3,2,45,7,3,10,9,0,0,2,0,1,2,
a2018010130684,2018,10130684,546730.0,175780.0,0.110801,51.461981,1,3,1,1,24/08/2018,6,13:30,18,E09000004,E09000004,3,207,9,30,3,9,6,0,9,9,1,9,9,9,0,1,2,2,E01000388,2018,010130684,1,1,3,2,2,1,3,10,9,0,0,2,0,1,9,
a2018010130443,2018,10130443,545930.0,172160.0,0.097801,51.42966,1,2,1,1,03/09/2018,2,18:44,18,E09000004,E09000004,6,0,6,20,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000424,2018,010130443,1,1,3,1,24,5,2,5,1,0,0,2,0,1,7,
a2018010130338,2018,10130338,547750.0,177190.0,0.126062,51.474385,1,3,1,1,03/09/2018,2,10:33,18,E09000004,E09000004,5,0,1,30,1,4,5,0,0,4,1,1,1,0,0,1,1,2,E01000359,2018,010130338,1,1,3,1,84,11,3,8,3,0,0,2,0,1,9,
a2018010129757,2018,10129757,546230.0,172490.0,0.10225,51.432548,1,3,1,1,30/08/2018,5,17:46,18,E09000004,E09000004,3,222,6,30,0,-1,-1,-1,0,5,1,1,1,0,0,1,2,2,E01000462,2018,010129757,1,1,3,2,28,6,3,10,9,0,0,2,0,1,10,
a2018010127210,2018,10127210,548210.0,175840.0,0.132115,51.462135,1,3,1,1,15/08/2018,4,13:30,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000394,2018,010127210,1,1,3,2,53,8,3,8,1,0,0,2,0,1,5,
a2018010126447,2018,10126447,546470.0,175790.0,0.107065,51.462138,1,3,1,1,11/08/2018,7,12:15,18,E09000004,E09000004,3,207,6,30,7,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000414,2018,010126447,1,1,3,1,12,3,3,5,1,0,0,2,0,1,6,
a2018010125236,2018,10125236,551650.0,176480.0,0.181869,51.466975,1,2,2,1,05/08/2018,1,12:23,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,8,1,1,1,0,0,1,1,2,E01000435,2018,010125236,2,1,3,1,28,6,2,6,9,0,0,2,0,1,3,
a2018010124180,2018,10124180,547700.0,170460.0,0.122535,51.413926,1,3,2,1,28/07/2018,7,17:25,18,E09000004,E09000004,3,223,9,30,99,9,6,0,9,9,1,1,1,0,0,1,2,2,E01000728,2018,010124180,1,1,3,2,-1,-1,3,9,9,0,0,2,0,1,8,
a2018010120443,2018,10120443,551880.0,174570.0,0.184358,51.449752,1,2,1,1,11/07/2018,4,22:30,18,E09000004,E09000004,3,207,6,30,3,2,6,0,0,0,4,1,1,4,2,1,1,2,E01000375,2018,010120443,1,1,3,1,42,7,2,5,1,0,0,2,0,1,5,
a2018010118878,2018,10118878,551430.0,177740.0,0.179244,51.478355,1,3,1,1,04/07/2018,4,19:20,18,E09000004,E09000004,3,206,6,30,7,2,5,0,0,5,1,1,1,0,0,1,1,2,E01000403,2018,010118878,1,1,3,1,14,3,3,6,9,0,0,2,0,1,5,
a2018010118524,2018,10118524,546830.0,171330.0,0.110394,51.421969,1,3,1,1,03/07/2018,3,14:15,18,E09000004,E09000004,3,211,6,30,9,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000384,2018,010118524,1,1,3,2,11,3,3,6,9,0,0,2,0,1,9,
a2018010117741,2018,10117741,546300.0,173980.0,0.103871,51.445918,1,3,1,1,26/06/2018,3,17:22,18,E09000004,E09000004,5,0,6,30,7,9,5,0,0,0,1,1,1,0,0,1,2,2,E01000350,2018,010117741,1,1,3,1,13,3,3,5,1,0,0,2,0,1,9,
a2018010117225,2018,10117225,551300.0,178010.0,0.177489,51.480815,1,3,1,2,27/06/2018,4,17:20,18,E09000004,E09000004,3,220,2,30,1,4,3,206,0,4,1,1,1,0,0,1,1,2,E01000403,2018,010117225,1,2,3,2,-1,-1,3,9,7,0,0,2,0,1,4,
a2018010116638,2018,10116638,547690.0,177940.0,0.125513,51.48114,1,3,1,1,25/06/2018,2,15:47,18,E09000004,E09000004,3,206,3,30,0,-1,-1,-1,0,1,1,1,1,0,0,1,1,2,E01000417,2018,010116638,1,1,3,2,12,3,3,4,3,0,0,2,0,1,3,
a2018010115605,2018,10115605,551530.0,177870.0,0.180739,51.479496,1,3,1,1,20/06/2018,4,09:25,18,E09000004,E09000004,5,0,9,30,3,9,6,0,9,1,1,8,1,9,0,1,2,2,E01000403,2018,010115605,1,1,3,2,33,6,3,10,9,0,0,2,0,1,3,
a2018010114813,2018,10114813,547370.0,178880.0,0.1213,51.489669,1,3,1,1,16/06/2018,7,21:55,18,E09000004,E09000004,4,213,3,30,6,4,4,213,0,4,4,1,1,0,0,1,1,2,E01001572,2018,010114813,1,1,3,1,55,8,3,4,9,0,0,2,0,1,4,
a2018010114609,2018,10114609,551580.0,178010.0,0.181518,51.480741,1,2,1,1,15/06/2018,6,20:45,18,E09000004,E09000004,4,252,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000403,2018,010114609,1,1,3,1,31,6,2,6,9,0,0,2,0,1,3,
a2018010114419,2018,10114419,549610.0,174870.0,0.151842,51.453051,1,3,1,1,14/06/2018,5,23:00,18,E09000004,E09000004,3,220,3,30,3,2,6,0,0,5,4,1,1,0,0,1,1,2,E01000362,2018,010114419,1,1,3,2,29,6,3,5,2,0,0,2,0,1,6,
a2018010111672,2018,10111672,545460.0,175200.0,0.092294,51.457097,1,3,1,1,01/06/2018,6,19:55,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000410,2018,010111672,1,1,3,1,6,2,3,5,4,0,0,2,0,1,6,
a2018010109773,2018,10109773,544870.0,176200.0,0.084217,51.466234,1,2,2,5,23/05/2018,4,05:40,18,E09000004,E09000004,3,207,6,30,8,4,6,0,0,8,1,1,1,0,0,1,1,2,E01000395,2018,010109773,2,5,3,1,82,11,3,6,9,0,0,2,0,1,9,
a2018010107832,2018,10107832,549540.0,173600.0,0.150299,51.441658,1,3,1,1,14/05/2018,2,13:52,18,E09000004,E09000004,3,222,6,20,2,4,3,223,0,1,1,1,1,0,0,1,1,2,E01000447,2018,010107832,1,1,3,1,74,10,3,5,1,0,0,2,0,1,8,
a2018010104765,2018,10104765,548220.0,175960.0,0.132309,51.46321,1,2,1,1,29/04/2018,1,16:18,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000394,2018,010104765,1,1,3,1,19,4,2,5,3,0,0,2,0,1,8,
a2018010104721,2018,10104721,547370.0,170870.0,0.117964,51.417696,1,3,1,1,28/04/2018,7,17:10,18,E09000004,E09000004,6,0,6,30,3,9,6,0,9,8,1,1,1,0,0,1,2,2,E01000386,2018,010104721,1,1,3,2,37,7,3,8,9,0,0,2,0,1,2,
a2018010104661,2018,10104661,546230.0,172280.0,0.102163,51.430661,1,3,1,1,28/04/2018,7,20:21,18,E09000004,E09000004,3,222,6,30,3,4,6,0,0,0,4,1,2,0,0,1,1,2,E01000457,2018,010104661,1,1,3,1,12,3,3,5,3,0,0,2,0,1,3,
a2018010104529,2018,10104529,548800.0,175310.0,0.140378,51.457218,1,2,1,1,27/04/2018,6,21:40,18,E09000004,E09000004,3,207,6,20,0,-1,-1,-1,0,0,4,2,2,0,0,1,1,2,E01000360,2018,010104529,1,1,3,1,24,5,2,5,3,0,0,2,0,1,5,
a2018010104001,2018,10104001,551660.0,176960.0,0.182219,51.471285,1,3,1,1,25/04/2018,4,14:40,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000433,2018,010104001,1,1,3,1,7,2,3,5,9,0,0,2,0,1,4,
a2018010103995,2018,10103995,552180.0,174830.0,0.188784,51.452008,1,3,1,1,25/04/2018,4,16:50,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,2,1,2,E01000375,2018,010103995,1,1,3,2,5,1,3,9,5,0,0,2,0,1,9,
a2018010103111,2018,10103111,545970.0,175130.0,0.099601,51.456337,1,3,1,1,21/04/2018,7,15:00,18,E09000004,E09000004,6,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000411,2018,010103111,1,1,3,1,83,11,3,6,9,0,0,2,0,1,9,
a2018010102486,2018,10102486,549480.0,169960.0,0.147902,51.408967,1,2,1,2,18/04/2018,4,17:40,18,E09000004,E09000004,4,2173,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,2,1,2,E01000383,2018,010102486,1,2,3,1,72,10,2,10,9,0,0,2,0,3,10,
a2018010102436,2018,10102436,545590.0,171940.0,0.092823,51.42777,1,2,1,2,18/04/2018,4,11:57,18,E09000004,E09000004,3,211,3,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000427,2018,010102436,1,2,3,2,46,8,2,8,1,0,0,2,0,1,3,
a2018010102350,2018,10102350,546100.0,175910.0,0.101792,51.463312,1,3,1,1,02/04/2018,2,11:45,18,E09000004,E09000004,3,207,6,30,0,-1,-1,-1,9,9,1,1,1,9,9,1,2,2,E01000414,2018,010102350,1,1,3,1,57,9,3,5,9,0,0,2,0,1,6,
a2018010102295,2018,10102295,548870.0,178290.0,0.142641,51.483976,1,3,1,1,17/04/2018,3,16:49,18,E09000004,E09000004,3,206,2,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000333,2018,010102295,1,1,3,1,8,2,3,5,2,0,0,2,0,1,5,
a2018010100382,2018,10100382,545430.0,176070.0,0.09222,51.464922,1,3,1,1,06/04/2018,6,21:48,18,E09000004,E09000004,3,207,3,30,3,4,5,0,0,0,4,1,1,0,0,1,1,2,E01000399,2018,010100382,1,1,3,1,51,8,3,9,5,0,0,2,0,-1,-1,
a2018010100169,2018,10100169,550300.0,177340.0,0.162815,51.475062,1,3,1,1,05/04/2018,5,20:49,18,E09000004,E09000004,3,220,6,30,9,4,6,0,0,4,4,1,1,0,0,1,1,2,E01000439,2018,010100169,1,1,3,2,17,4,3,1,3,0,0,2,0,1,4,
a2018010100011,2018,10100011,551580.0,174690.0,0.180096,51.45091,1,3,1,1,04/04/2018,4,11:55,18,E09000004,E09000004,3,207,1,30,1,4,3,207,0,4,1,1,1,0,2,1,1,2,E01000378,2018,010100011,1,1,3,1,25,5,3,1,2,0,0,2,0,1,2,
a2018010098329,2018,10098329,545570.0,175970.0,0.094193,51.463987,1,3,1,1,26/03/2018,2,09:50,18,E09000004,E09000004,3,209,6,30,3,4,6,0,0,5,1,1,1,0,0,1,1,2,E01000399,2018,010098329,1,1,3,2,41,7,3,4,4,0,0,2,0,1,2,
a2018010098226,2018,10098226,548670.0,175330.0,0.138517,51.457432,1,3,1,1,24/03/2018,7,22:20,18,E09000004,E09000004,3,207,6,30,3,9,3,207,0,5,7,1,1,0,0,1,2,2,E01000360,2018,010098226,1,1,3,2,34,6,3,1,1,0,0,2,0,1,5,
a2018010098015,2018,10098015,545420.0,176070.0,0.092076,51.464924,1,2,1,1,23/03/2018,6,22:51,18,E09000004,E09000004,3,207,3,30,3,4,5,0,0,4,4,2,2,0,0,1,1,2,E01000399,2018,010098015,1,1,3,1,25,5,2,1,1,0,0,2,0,-1,-1,
a2018010097999,2018,10097999,551300.0,174480.0,0.175979,51.449098,1,3,1,1,23/03/2018,6,21:39,18,E09000004,E09000004,6,0,2,30,0,-1,-1,-1,0,5,4,1,1,0,0,1,1,2,E01000378,2018,010097999,1,1,3,2,17,4,3,8,9,0,0,2,0,-1,-1,
a2018010097401,2018,10097401,546060.0,175920.0,0.101221,51.463412,1,3,1,1,21/03/2018,4,06:40,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,1,1,1,1,0,0,1,1,2,E01000414,2018,010097401,1,1,3,2,30,6,3,1,1,0,0,2,0,1,4,
a2018010097316,2018,10097316,546220.0,174490.0,0.102932,51.450521,1,3,1,1,20/03/2018,3,14:45,18,E09000004,E09000004,3,210,6,30,6,2,5,0,0,4,1,1,1,0,0,1,1,2,E01000347,2018,010097316,1,1,3,1,59,9,3,4,1,0,0,2,0,1,6,
a2018010096984,2018,10096984,550550.0,176950.0,0.166246,51.471491,1,3,1,1,19/03/2018,2,07:42,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000439,2018,010096984,1,1,3,2,11,3,3,5,3,0,0,2,0,1,3,
a2018010096022,2018,10096022,549830.0,179800.0,0.157097,51.49729,1,1,2,1,13/03/2018,3,20:20,18,E09000004,E09000004,3,2016,1,50,1,4,3,2016,0,0,4,1,1,0,0,2,1,2,E01000335,2018,010096022,1,1,3,1,61,9,1,10,9,0,0,2,0,-1,-1,
a2018010094917,2018,10094917,549420.0,175170.0,0.149236,51.455797,1,2,1,1,08/03/2018,5,14:20,18,E09000004,E09000004,3,207,6,30,3,2,3,207,0,5,1,1,1,0,0,1,1,2,E01000362,2018,010094917,1,1,3,2,61,9,2,6,9,0,0,2,0,1,5,
a2018010094266,2018,10094266,549000.0,178040.0,0.144406,51.481695,1,3,1,1,16/02/2018,6,08:40,18,E09000004,E09000004,5,0,6,30,7,4,5,0,9,9,1,9,9,9,9,1,2,2,E01000333,2018,010094266,1,1,3,2,28,6,3,10,9,0,0,2,0,-1,-1,
a2018010090672,2018,10090672,548670.0,175320.0,0.138513,51.457342,1,3,1,1,16/02/2018,6,16:20,18,E09000004,E09000004,3,207,1,20,2,4,3,207,0,1,1,1,1,0,0,1,1,2,E01000360,2018,010090672,1,1,3,1,13,3,3,1,3,0,0,2,0,1,2,
a2018010090573,2018,10090573,548620.0,175330.0,0.137798,51.457445,1,3,1,1,31/01/2018,4,07:35,18,E09000004,E09000004,5,0,6,20,3,4,3,207,9,9,4,2,2,0,0,1,2,2,E01000360,2018,010090573,1,1,3,1,54,8,3,5,1,0,0,2,0,1,9,
a2018010090504,2018,10090504,547880.0,175800.0,0.127351,51.461862,1,3,1,1,15/02/2018,5,13:50,18,E09000004,E09000004,5,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000394,2018,010090504,1,1,3,1,36,7,3,5,1,0,0,2,0,1,8,
a2018010090241,2018,10090241,551470.0,174530.0,0.178445,51.449502,1,3,1,1,14/02/2018,4,18:40,18,E09000004,E09000004,6,0,6,20,0,-1,-1,-1,0,0,4,2,2,0,0,1,1,2,E01000378,2018,010090241,1,1,3,1,77,11,3,5,4,0,0,2,0,1,10,
a2018010089740,2018,10089740,550140.0,175620.0,0.159782,51.45965,1,2,1,1,12/02/2018,2,14:30,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000328,2018,010089740,1,1,3,2,67,10,2,5,1,0,0,2,0,1,7,
a2018010089336,2018,10089336,549060.0,178050.0,0.145274,51.481769,1,3,1,1,10/02/2018,7,18:50,18,E09000004,E09000004,5,0,6,30,7,9,5,0,0,0,4,1,2,0,0,1,2,2,E01000333,2018,010089336,1,1,3,1,62,9,3,5,9,0,0,2,0,1,5,
a2018010088709,2018,10088709,546660.0,176180.0,0.10996,51.465593,1,2,1,1,07/02/2018,4,19:29,18,E09000004,E09000004,3,209,6,30,0,-1,-1,-1,0,1,4,8,1,6,0,1,1,2,E01000401,2018,010088709,1,1,3,1,44,7,2,3,1,0,0,2,0,1,9,
a2018010088103,2018,10088103,546150.0,171790.0,0.100811,51.426278,1,3,1,1,09/01/2018,3,18:45,18,E09000004,E09000004,3,211,6,30,6,2,3,222,0,5,1,1,9,9,0,1,2,2,E01000428,2018,010088103,1,1,3,1,25,5,3,4,2,0,0,2,0,1,3,
a2018010088066,2018,10088066,550080.0,176990.0,0.159501,51.471975,1,3,1,1,05/02/2018,2,06:55,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000441,2018,010088066,1,1,3,1,14,3,3,9,9,0,0,2,0,1,7,
a2018010087862,2018,10087862,550220.0,175670.0,0.160954,51.460078,1,2,1,3,03/02/2018,7,20:20,18,E09000004,E09000004,5,0,6,30,6,4,5,0,0,1,4,1,2,0,0,1,1,2,E01000330,2018,010087862,1,2,3,2,5,1,3,5,9,0,0,2,0,-1,-1,
a2018010087862,2018,10087862,550220.0,175670.0,0.160954,51.460078,1,2,1,3,03/02/2018,7,20:20,18,E09000004,E09000004,5,0,6,30,6,4,5,0,0,1,4,1,2,0,0,1,1,2,E01000330,2018,010087862,1,3,3,2,38,7,3,5,9,0,0,2,0,-1,-1,
a2018010087862,2018,10087862,550220.0,175670.0,0.160954,51.460078,1,2,1,3,03/02/2018,7,20:20,18,E09000004,E09000004,5,0,6,30,6,4,5,0,0,1,4,1,2,0,0,1,1,2,E01000330,2018,010087862,1,1,3,1,43,7,2,5,9,0,0,2,0,-1,-1,
a2018010085110,2018,10085110,550190.0,176910.0,0.16105,51.471227,1,3,1,1,22/01/2018,2,15:44,18,E09000004,E09000004,3,220,1,30,1,4,3,220,0,1,1,1,1,0,0,1,1,2,E01000441,2018,010085110,1,1,3,1,9,2,3,4,1,0,0,2,0,1,3,
a2018010083880,2018,10083880,547800.0,174450.0,0.125636,51.449752,1,3,1,1,16/01/2018,3,11:46,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000390,2018,010083880,1,1,3,2,31,6,3,5,1,0,0,2,0,1,8,
a2018010083831,2018,10083831,546500.0,174450.0,0.106942,51.45009,1,3,1,2,16/01/2018,3,07:39,18,E09000004,E09000004,3,210,6,30,3,4,6,0,0,0,1,8,2,0,6,1,1,2,E01000352,2018,010083831,1,2,3,1,42,7,3,5,2,0,0,2,0,1,3,
a2018010083231,2018,10083231,544680.0,175380.0,0.081149,51.458914,1,3,1,1,12/01/2018,6,16:30,18,E09000004,E09000004,6,0,6,30,99,9,6,0,0,9,1,8,2,0,0,1,2,2,E01000412,2018,010083231,1,1,3,1,30,6,3,6,9,0,0,2,0,1,9,
a2018010082015,2018,10082015,549610.0,175470.0,0.152096,51.458442,1,2,1,1,06/01/2018,7,19:40,18,E09000004,E09000004,3,220,6,30,0,-1,-1,-1,0,0,4,1,1,0,0,1,1,2,E01000330,2018,010082015,1,1,3,1,15,3,2,5,3,0,0,2,0,1,10,
a2017010083812,2017,10083812,546390.0,175850.0,0.105939,51.462698,1,3,1,1,18/12/2017,2,13:00,18,E09000004,E09000004,3,207,6,30,3,4,5,0,0,0,1,9,9,0,0,1,2,2,E01000414,2017,010083812,1,1,3,1,71,10,3,8,9,0,0,2,0,1,3,
a2017010080791,2017,10080791,545840.0,176550.0,0.098316,51.46913,1,3,1,1,30/12/2017,7,11:20,18,E09000004,E09000004,5,0,6,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000400,2017,010080791,1,1,3,2,69,10,3,6,9,0,0,2,0,1,7,
a2017010080708,2017,10080708,548510.0,175350.0,0.136224,51.457653,1,2,1,2,25/12/2017,2,00:10,18,E09000004,E09000004,6,0,7,20,5,9,3,207,9,9,4,1,1,0,0,1,2,2,E01000360,2017,010080708,1,1,3,1,21,5,2,9,5,0,0,2,0,1,7,
a2017010080708,2017,10080708,548510.0,175350.0,0.136224,51.457653,1,2,1,2,25/12/2017,2,00:10,18,E09000004,E09000004,6,0,7,20,5,9,3,207,9,9,4,1,1,0,0,1,2,2,E01000360,2017,010080708,1,2,3,1,-1,-1,2,9,9,0,0,2,0,-1,-1,
a2017010080218,2017,10080218,546590.0,176040.0,0.108895,51.464353,1,3,1,1,26/12/2017,3,17:10,18,E09000004,E09000004,3,209,6,30,3,4,6,0,0,0,4,2,2,0,0,1,1,2,E01000392,2017,010080218,1,1,3,1,22,5,3,5,1,0,0,2,0,1,3,
