accident_index,accident_year_x,accident_reference_x,location_easting_osgr,location_northing_osgr,longitude,latitude,police_force,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,local_authority_district,local_authority_ons_district,local_authority_highway,first_road_class,first_road_number,road_type,speed_limit,junction_detail,junction_control,second_road_class,second_road_number,pedestrian_crossing_human_control,pedestrian_crossing_physical_facilities,light_conditions,weather_conditions,road_surface_conditions,special_conditions_at_site,carriageway_hazards,urban_or_rural_area,did_police_officer_attend_scene_of_accident,trunk_road_flag,lsoa_of_accident_location,accident_year_y,accident_reference_y,vehicle_reference,casualty_reference,casualty_class,sex_of_casualty,age_of_casualty,age_band_of_casualty,casualty_severity,pedestrian_location,pedestrian_movement,car_passenger,bus_or_coach_passenger,pedestrian_road_maintenance_worker,casualty_type,casualty_home_area_type,casualty_imd_decile,lsoa_of_casualty
a2017010029136,2017,10029136,549470.0,179070.0,0.151605,51.490826,1,3,1,1,24/03/2017,6,08:19,18,E09000004,E09000004,4,213,6,30,7,4,4,250,0,0,1,1,1,0,0,1,1,2,E01000336,2017,010029136,1,1,3,1,6,2,3,6,9,0,0,2,0,1,4,
a2017010028872,2017,10028872,549280.0,175250.0,0.147257,51.456552,1,3,1,1,29/03/2017,4,15:45,18,E09000004,E09000004,3,207,2,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000362,2017,010028872,1,1,3,2,11,3,3,6,9,0,0,2,0,1,2,
a2017010028729,2017,10028729,550780.0,176960.0,0.169559,51.47152,1,3,1,1,19/03/2017,1,12:05,18,E09000004,E09000004,5,0,6,30,0,-1,-1,-1,9,8,1,9,9,0,0,1,2,2,E01000369,2017,010028729,1,1,3,2,56,9,3,1,9,0,0,2,0,1,3,
a2017010028716,2017,10028716,551560.0,176840.0,0.180729,51.470233,1,3,1,1,21/03/2017,3,16:15,18,E09000004,E09000004,3,206,3,40,3,2,5,0,0,5,1,1,1,0,0,1,2,2,E01000367,2017,010028716,1,1,3,2,18,4,3,1,3,0,0,2,0,1,2,
a2017010028461,2017,10028461,549050.0,175150.0,0.143907,51.455714,1,3,1,1,28/03/2017,3,07:49,18,E09000004,E09000004,3,207,2,30,3,4,5,0,0,0,1,1,1,0,0,1,1,2,E01000362,2017,010028461,1,1,3,2,11,3,3,5,1,0,0,2,0,-1,-1,
a2017010024083,2017,10024083,547290.0,175640.0,0.118798,51.460578,1,1,1,1,09/03/2017,5,19:07,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000389,2017,010024083,1,1,3,1,95,11,1,5,1,0,0,2,0,1,8,
a2017010023749,2017,10023749,546280.0,172560.0,0.102997,51.433164,1,3,1,1,08/03/2017,4,09:45,18,E09000004,E09000004,3,222,6,30,6,2,5,0,0,5,1,1,2,0,0,1,1,2,E01000462,2017,010023749,1,1,3,1,53,8,3,4,2,0,0,2,0,1,4,
a2017010023567,2017,10023567,546970.0,170470.0,0.11205,51.414205,1,2,1,1,07/03/2017,3,14:54,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,1,1,1,0,0,1,1,2,E01000386,2017,010023567,1,1,3,1,79,11,2,5,3,0,0,2,0,1,2,
a2017010023384,2017,10023384,545470.0,172430.0,0.0913,51.432204,1,3,1,1,02/03/2017,5,08:55,18,E09000004,E09000004,5,0,6,30,3,4,6,0,1,0,1,1,1,9,0,1,2,2,E01000426,2017,010023384,1,1,3,2,46,8,3,9,5,0,0,2,0,1,8,
a2017010023107,2017,10023107,546770.0,175780.0,0.111376,51.461971,1,3,1,1,06/03/2017,2,07:49,18,E09000004,E09000004,3,207,6,30,3,3,6,0,0,0,1,1,1,0,0,1,1,2,E01000388,2017,010023107,1,1,3,1,70,10,3,10,9,0,0,2,0,1,9,
a2017010020706,2017,10020706,545390.0,175180.0,0.091279,51.456935,1,3,1,1,24/02/2017,6,08:18,18,E09000004,E09000004,6,0,3,30,0,-1,-1,-1,0,0,1,1,1,0,0,1,1,2,E01000410,2017,010020706,1,1,3,2,11,3,3,5,1,0,0,2,0,1,7,
a2017010018665,2017,10018665,551580.0,177410.0,0.181261,51.47535,1,2,4,1,15/02/2017,4,20:05,18,E09000004,E09000004,3,206,3,30,3,4,6,0,0,4,4,1,2,0,0,1,1,2,E01000373,2017,010018665,4,1,3,1,34,6,2,10,9,0,0,2,0,1,3,
a2017010018182,2017,10018182,547450.0,178890.0,0.122455,51.489738,1,3,1,1,28/01/2017,7,20:15,18,E09000004,E09000004,6,0,2,30,5,4,4,213,0,0,4,1,2,4,0,1,2,2,E01000417,2017,010018182,1,1,3,2,26,6,3,5,3,0,0,2,0,1,9,
a2017010017508,2017,10017508,548620.0,175350.0,0.137806,51.457625,1,3,1,1,10/02/2017,6,18:40,18,E09000004,E09000004,3,207,6,30,3,4,5,0,0,5,4,3,2,0,0,1,1,2,E01000360,2017,010017508,1,1,3,1,70,10,3,4,3,0,0,2,0,1,8,
a2017010016972,2017,10016972,546190.0,172800.0,0.101802,51.435344,1,3,1,1,08/02/2017,4,15:07,18,E09000004,E09000004,3,222,6,30,3,2,3,222,2,4,1,1,1,0,0,1,1,2,E01000462,2017,010016972,1,1,3,1,15,3,3,4,1,0,0,2,0,1,3,
a2017010016725,2017,10016725,547370.0,181250.0,0.122289,51.510965,1,3,1,1,07/02/2017,3,22:30,18,E09000004,E09000004,6,0,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000467,2017,010016725,1,1,3,1,26,6,3,5,9,0,0,2,0,1,5,
a2017010016308,2017,10016308,546200.0,171790.0,0.10153,51.426265,1,3,1,1,03/02/2017,6,07:30,18,E09000004,E09000004,3,211,9,30,0,-1,-1,-1,0,9,1,9,9,9,9,1,2,2,E01000457,2017,010016308,1,1,3,1,15,3,3,10,9,0,0,2,0,1,2,
a2017010016048,2017,10016048,549240.0,176230.0,0.147095,51.465369,1,3,1,1,03/02/2017,6,17:45,18,E09000004,E09000004,6,0,6,30,3,4,5,0,0,0,4,2,2,0,0,1,1,2,E01000355,2017,010016048,1,1,3,2,12,3,3,5,4,0,0,2,0,1,3,
a2017010015541,2017,10015541,548390.0,175390.0,0.134515,51.458044,1,3,1,1,01/02/2017,4,09:04,18,E09000004,E09000004,3,207,6,30,3,4,6,0,0,0,1,2,2,0,0,1,1,2,E01000360,2017,010015541,1,1,3,2,61,9,3,5,3,0,0,2,0,1,8,
a2017010014926,2017,10014926,552040.0,176170.0,0.187346,51.464085,1,2,1,1,28/01/2017,7,18:23,18,E09000004,E09000004,5,0,3,30,0,-1,-1,-1,0,0,4,1,2,0,0,1,1,2,E01000374,2017,010014926,1,1,3,1,12,3,2,8,8,0,0,2,0,1,3,
a2017010013061,2017,10013061,546390.0,171720.0,0.104232,51.425587,1,3,1,1,20/01/2017,6,16:52,18,E09000004,E09000004,3,211,6,30,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000457,2017,010013061,1,1,3,2,30,6,3,5,1,0,0,2,0,1,3,
a2017010012674,2017,10012674,549690.0,175230.0,0.153145,51.456265,1,3,1,1,19/01/2017,5,08:10,18,E09000004,E09000004,6,0,6,30,3,4,3,220,0,0,1,1,1,0,0,1,1,2,E01000330,2017,010012674,1,1,3,1,15,3,3,8,1,0,0,2,0,1,3,
a2017010011112,2017,10011112,549220.0,173630.0,0.145711,51.442012,1,3,1,1,11/01/2017,4,17:50,18,E09000004,E09000004,3,222,6,20,3,4,6,0,0,0,4,1,1,0,0,1,1,2,E01000449,2017,010011112,1,1,3,2,76,11,3,5,1,0,0,2,0,1,8,
a2017010010795,2017,10010795,548880.0,174700.0,0.141272,51.451716,1,3,1,1,04/01/2017,4,07:30,18,E09000004,E09000004,5,0,9,30,3,9,6,0,0,8,1,9,9,9,9,1,2,2,E01000363,2017,010010795,1,1,3,2,56,9,3,7,9,0,0,2,0,1,7,
a2017010010225,2017,10010225,546690.0,176420.0,0.110491,51.467742,1,3,1,1,06/01/2017,6,17:10,18,E09000004,E09000004,3,209,6,30,9,4,6,0,0,1,4,2,2,0,0,1,1,2,E01000401,2017,010010225,1,1,3,2,69,10,3,1,1,0,0,2,0,1,8,
